Text,Text-MM,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_MM_Cleaned
Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney ,တူရိယာအသစ်တစ်ခု သင်ယူဖို့ ဆုံးဖြတ်လိုက်တယ်။ ပထမနေ့ - ဘယ်လိုကိုင်ရမလဲဆိုတာ ခုထိ ကြိုးစားနေဆဲ။ #ဂီတအသစ်သင် #သင်ယူမှုခရီးစဉ်,Negative,2023-06-02 14:30:00, MusicalExplorer , Instagram , #InstrumentLearning #TeenMusic ,28.0,55.0, UK,2023,6,2,14.0,negative
Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover ,စိတ်ခံစားမှုတိုင်းအတွက် ပြီးပြည့်စုံတဲ့ playlist ဖန်တီးဖို့ နာရီပေါင်းများစွာ ကုန်ဆုံးခဲ့တယ်။ ဂီတက ကျွန်တော့်ရဲ့ ကုထုံး။ #Playlistပြုလုပ်သူ #ဆယ်ကျော်သက်ဂီတချစ်သူ,Positive,2023-06-03 21:15:00, MusicAficionado , Facebook , #MusicTherapy #TeenPlaylist ,22.0,45.0, Canada,2023,6,3,21.0,negative
Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef ,မိသားစုအတွက် အရသာရှိတဲ့ အစားအစာတစ်ခုကို အောင်မြင်စွာ ချက်ပြုတ်နိုင်ခဲ့တယ်။ စားဖိုမှူး ကျွမ်းကျင်မှုတွေ ပွင့်သွားပြီ! #စားဖိုမှူးမုဒ် #ဆယ်ကျော်သက်စားဖိုမှူး,Positive,2023-06-04 19:30:00, HomeChef , Twitter , #CookingSuccess #TeenCook ,25.0,50.0, USA,2023,6,4,19.0,positive
Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape ,အလိုအလျောက် စနေ၊ တနင်္ဂနွေ အပန်းဖြေခရီးတစ်ခု ကြိုတင်မှာယူလိုက်တယ်။ စွန့်စားခန်းက စောင့်ကြိုနေတယ်! #ခရီးသွားပိုး #စနေတနင်္ဂနွေလွတ်မြောက်မှု,Positive,2023-06-05 10:00:00, AdventureSeeker , Instagram , #GetawayGoals #TeenTravel ,18.0,35.0, UK,2023,6,5,10.0,negative
Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight ,ဖျော်ဖြေပွဲတစ်ခု တက်ရောက်ပြီး တစ်ညလုံး ကခုန်ခဲ့တယ်။ ဂီတက ဘဝရဲ့ နှလုံးခုန်သံ။ #ဖျော်ဖြေပွဲခံစားချက်များ #တစ်ညလုံးကခုန်ခြင်း,Positive,2023-06-06 22:30:00, DanceEnthusiast , Facebook , #MusicMagic #TeenConcert ,28.0,55.0, Canada,2023,6,6,22.0,positive
Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories ,ငယ်ဘဝ ကာတွန်းတွေကို ပြန်လည်ရှာဖွေတွေ့ရှိပြီး အတိတ်ကိုတမ်းတစိတ်တွေ ပြည့်နေတဲ့ မာရသွန်တစ်ခု ကြည့်ခဲ့တယ်။ #ကာတွန်းအတိတ်ကိုတမ်းတခြင်း #ဆယ်ကျော်သက်အမှတ်တရများ,Positive,2023-06-07 12:45:00, NostalgiaExplorer , Twitter , #ChildhoodMemories #TeenCartoons ,22.0,45.0, USA,2023,6,7,12.0,positive
Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor ,ကိုယ်တိုင်လုပ် အိမ်အလှဆင် ပရောဂျက်တစ်ခုကို စတင်လိုက်တယ်။ နောက်ဆုံးတစ်ခေါက်ထက် ပိုကောင်းမယ်လို့ မျှော်လင့်ကြရအောင်။ #DIYစွန့်စားခန်း #ဆယ်ကျော်သက်အိမ်အလှဆင်,Positive,2023-06-08 16:00:00, HomeDecorator , Instagram , #DIYGoals #TeenCreative ,35.0,70.0, UK,2023,6,8,16.0,positive
"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ",ပြတိုက်မှာ နေ့လည်ခင်းကို ဖြတ်သန်းခဲ့တယ်၊ ယဉ်ကျေးမှုရှိချင်ယောင်ဆောင်ရင်း။ ဖြစ်ပေါ်လာဆဲ အနုပညာဝါသနာရှင်။ #ပြတိုက်နေ့ #ဆယ်ကျော်သက်အနုပညာချစ်သူ,Positive,2023-06-09 14:00:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20.0,40.0, USA,2023,6,9,14.0,negative
Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger ,ကျပန်း အတွေးတွေနဲ့ စဉ်းစားတွေးတောမှုတွေအကြောင်း ဘလော့ဂ်တစ်ခု စတင်လိုက်တယ်။ ဘလော့ဂ်ရေးတာက ဒိုင်ယာရီအသစ်။ #ဘလော့ဂါဘဝ #ဆယ်ကျော်သက်ဘလော့ဂါ,Positive,2023-06-10 17:30:00, ThoughtfulBlogger , Twitter , #BloggingJourney #TeenThoughts ,30.0,60.0, Canada,2023,6,10,17.0,negative
Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon ,ဂန္ထဝင် ဝတ္ထုတစ်အုပ်နဲ့ ငြိမ်းချမ်းတဲ့ နေ့လည်ခင်းကို အရသာခံနေပါတယ်။ တိတ်ဆိတ်ငြိမ်သက်တဲ့ အခိုက်အတန့်တွေက အကောင်းဆုံး အခိုက်အတန့်တွေ။ #စာအုပ်ချစ်သူ #ငြိမ်းချမ်းတဲ့နေ့လည်ခင်း,Positive,2023-06-11 15:30:00, NovelEnthusiast , Instagram , #QuietMoments #BookishEscape ,35.0,70.0, USA,2023,6,11,15.0,positive
"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ",တစ်သက်တာ အမှတ်တရတွေကို ပြန်လည်သုံးသပ်ရင်း၊ အရေးအကြောင်းတိုင်းက ပုံပြင်တစ်ပုဒ် ပြောပြနေတယ်။ အိုမင်းခြင်းရဲ့ အလှတရားကို ပွေ့ဖက်ခြင်း။ #ဘဝပြန်လည်သုံးသပ်မှုများ #အိုမင်းခြင်းထဲကအလှတရား,Positive,2023-06-12 18:00:00, WiseSoul , Twitter , #AgingGracefully #Memories ,28.0,55.0, UK,2023,6,12,18.0,negative
Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer ,ဒစ်ဂျစ်တယ် အနုပညာလောကကို စူးစမ်းရှာဖွေနေပါတယ်။ ဝါသနာအသစ်တွေ ရှာဖွေတွေ့ရှိဖို့ ဘယ်တော့မှ နောက်မကျဘူး။ #ဒစ်ဂျစ်တယ်အနုပညာ #နောက်ကျမှပွင့်သူ,Positive,2023-06-13 14:45:00, ArtAdventurer , Facebook , #ArtDiscovery #SeniorArtist ,22.0,45.0, Canada,2023,6,13,14.0,negative
Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys ,အိမ်ချက်ဟင်းရဲ့ အရသာတွေကို အရသာခံနေပါတယ်။ ရိုးရှင်းတဲ့ ပျော်ရွှင်မှုတွေက ပျော်ရွှင်မှုရဲ့ နှလုံးသား။ #အိမ်ချက်ဟင်း #ရိုးရှင်းတဲ့ပျော်ရွှင်မှုများ,Positive,2023-06-14 19:30:00, HomeChefSenior , Instagram , #HappinessInFood #SeniorLife ,25.0,50.0, USA,2023,6,14,19.0,positive
Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate ,ဘာသာစကားအသစ်တစ်ခု သင်ယူခြင်းရဲ့ ခရီးစဉ်ကို စတင်နေပါတယ်။ စကားလုံးအသစ်တိုင်းနဲ့အတူ စိတ်က နုပျိုနေဆဲ။ #ဘာသာစကားသင်ယူခြင်း #ဘယ်တော့မှနောက်မကျဘူး,Positive,2023-06-15 12:15:00, LinguisticExplorer , Twitter , #MindEnrichment #SeniorLearning ,30.0,60.0, UK,2023,6,15,12.0,neutral
"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ",ဂန္ထဝင် ဂီတဖျော်ဖြေပွဲတစ်ခု တက်ရောက်ခဲ့တယ်၊ အချိန်မရွေး ခေတ်မီတဲ့ သံစဉ်တွေ ပဲ့တင်ထပ်နေတာကို ခံစားရတယ်။ ဂီတက မျိုးဆက်တွေကို ကျော်လွှားတယ်။ #ဂန္ထဝင်ဂီတ #အချိန်မရွေးခေတ်မီတဲ့သံစဉ်များ,Positive,2023-06-16 21:45:00, MusicConnoisseur , Facebook , #MusicLover #SeniorConcert ,18.0,35.0, Canada,2023,6,16,21.0,positive
Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer ,ဓာတ်ပုံရိုက်ကူးခြင်းကနေတစ်ဆင့် သဘာဝတရားရဲ့ အလှကို ဖမ်းယူနေပါတယ်။ လျှပ်တစ်ပြက်ပုံတိုင်းက ရတနာတစ်ခု။ #သဘာဝဓာတ်ပုံရိုက်ကူးခြင်း #အကြီးတန်းဓာတ်ပုံဆရာ,Positive,2023-06-17 15:00:00, PhotographySenior , Instagram , #NatureCapture #SeniorMoments ,35.0,70.0, USA,2023,6,17,15.0,negative
"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ",သူငယ်ချင်းဟောင်းတွေနဲ့ လက်ဖက်ရည်တစ်ခွက်သောက်ရင်း ပြန်လည်ချိတ်ဆက်နေပါတယ်။ သူငယ်ချင်းဆက်ဆံရေး၊ အဖော်ဖြစ်ခြင်းရဲ့ စစ်မှန်တဲ့ အနှစ်သာရ။ #သူငယ်ချင်းဟောင်းများ #အဖော်ဖြစ်ခြင်း,Positive,2023-06-18 11:30:00, TeaTimeSenior , Twitter , #FriendshipGoals #SeniorBonding ,28.0,55.0, UK,2023,6,18,11.0,negative
"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ",အတိတ်က တန်ဖိုးထားရတဲ့ နေရာတွေကို ပြန်လည်လည်ပတ်ဖို့ ကားနဲ့ခရီးထွက်ခြင်းကို စတင်လိုက်တယ်။ အတိတ်ကိုတမ်းတခြင်း၊ အဆုံးစွန် ခရီးသွားအဖော်။ #ကားနဲ့ခရီးထွက်ခြင်း #အတိတ်ကိုတမ်းတခရီးစဉ်,Positive,2023-06-19 16:30:00, RoadTripSenior , Facebook , #CherishedPlaces #SeniorTravel ,22.0,45.0, Canada,2023,6,19,16.0,negative
